name,1d,1w,1m,1y,all
Akershus,0.7526230687841569,0.30367572127193965,0.5111102088210375,0.49863097822507796,0.4682223381103964
Ãstfold,0.6230038173297805,0.7062750259672839,0.8866802435696285,0.18403358269213543,0.22830390679878942
Aust-Agder,0.5569691416302383,0.9158112788747631,0.565002496898354,0.6058680166719143,0.14029580979315492
Buskerud,0.9618168565812115,0.07501681539752036,0.13669375998416966,0.8259785759751112,0.7403968639692096
Finnmark,0.5589448887886902,0.007728429174128859,0.8199598935633843,0.04017394729795809,0.5248334079614915
Hedmark,0.5922930555076886,0.9761187443504967,0.06377296986757186,0.9917071630268752,0.2300690142459485
Hordaland,0.8403384930609049,0.37183381266468796,0.6984182792252042,0.6732816303191269,0.9012530078984856
Møre og Romsdal,0.42151758043091425,0.23181858639566755,0.14467628636182905,0.8692827143209907,0.48411657566807165
Nordland,0.12595088168341662,0.14449016155327954,0.2037210169799053,0.3488757758424499,0.6373203500506782
Nord-Trøndelag,0.7979574207991604,0.1729411436260635,0.9961800806747415,0.09937116273683544,0.8046218236757303
Oppland,0.619737178082745,0.30605769377181746,0.9983148480463535,0.09522719820956582,0.5696127029715097
Oslo,0.7981962184769993,0.6875207499107083,0.9550568544913003,0.7587438012940448,0.9542293004577612
Rogaland,0.8888515083388228,0.44078190307520304,0.2067465489257584,0.7348650411233204,0.4774178683813163
Sogn og Fjordane,0.7247593809996404,0.16779315003423412,0.5788285178367881,0.992390939669788,0.38566767417534076
Sør-Trøndelag,0.5406675713608818,0.6341833694641452,0.61720578432653,0.08405127482164021,0.4872609047728321
Telemark,0.6431861489088898,0.6645357227660313,0.8437915398446554,0.9305435737642808,0.788075896141393
Troms,0.9491300589881372,0.038175171993788504,0.5880487779921798,0.7901598951258401,0.28740359597806275
Vest-Agder,0.8875510991981601,0.5502726365049221,0.37201893943522146,0.1283566724699413,0.0038192155846835663
Vestfold,0.7150950562007227,0.7929948032932882,0.6513370005558329,0.5525655504015181,0.3073911724157071
