name,1d,1w,1m,1y,all
Antwerpen,0.674842843090027,0.08733970069867925,0.868614225649185,0.6087701095540586,0.996217365713511
Mechelen,0.2987893868597973,0.21246404843439226,0.059959375539846094,0.891880787271309,0.40127601843845684
Turnhout,0.33312297064164453,0.1847478546509892,0.7939436426424556,0.6054560417821041,0.44550899089952667
Brussel,0.37792212266164926,0.8467837228441484,0.27210011230482944,0.1977829826696249,0.8421675820092155
Aalst,0.7422066208558077,0.03638816541026657,0.2913628326981106,0.02996685613248662,0.4693231552365371
Dendermonde,0.22264381418053103,0.782255868820457,0.2701172367304221,0.8878301211718067,0.8144481833915936
Eeklo,0.2020274944614826,0.16283606739452472,0.14178972086442,0.7413219394520849,0.812531944424269
Gent,0.11908123563154072,0.9674279082868397,0.21308508750091792,0.6462434035870169,0.05386855314091166
Oudenaarde,0.4413109392991338,0.12925265453381363,0.0966498181140667,0.12263678256215593,0.5133776457882191
Sint-Niklaas,0.6040664966619264,0.66799022414278,0.14481760871850036,0.41420000530129253,0.09701500594067125
Halle-Vilvoorde,0.147763228056921,0.674229457377455,0.7900635937748175,0.3667778520428596,0.2726962098216127
Louvain,0.32189874892451886,0.4494032841110607,0.6096324240491591,0.7569525950880306,0.10967440131368544
Ath,0.1424616301835553,0.1388903559390825,0.05473717787934518,0.7086763159140141,0.5591799230688684
Charleroi,0.4695131541569577,0.4089016597556412,0.6363587081940076,0.8572010446331705,0.4260262756610357
Moeskroen,0.00933285622942448,0.5443349267923112,0.6631816309227015,0.8469558426204161,0.3187330513295693
Mons,0.48998010611472365,0.7557700894219398,0.17556849235455874,0.03188021866743529,0.4222015201884778
Soignies,0.09871273614294629,0.601396908764632,0.19371795835949346,0.5633450879660014,0.6301672116919138
Thuin,0.9572090025224763,0.08565943272361243,0.9518734065952756,0.858078183024275,0.4723919856825436
Tournai,0.9585552901555279,0.3557818992653635,0.7455431518070811,0.21970846374859632,0.3367001539391681
Borgworm,0.6344861910619627,0.02728560246483136,0.8463819118450576,0.022741741454945563,0.8455075065164283
Huy,0.15831218134410163,0.3742258806702171,0.5377257942985252,0.9469127731392453,0.3380242928178462
Liège,0.4842836422011969,0.5865516122033841,0.22819874296564102,0.1789673721895908,0.3942230841025708
Verviers,0.06386093925401215,0.8107184898072679,0.9076133028265156,0.27602249938091716,0.6694596366036201
Hasselt,0.03684826792164597,0.4131325043245351,0.8369582026493158,0.9252973031030076,0.4396310133874143
Maaseik,0.9569805670899799,0.9978173313192109,0.38367421531848245,0.19427659539524844,0.5761133630895919
Tongeren,0.9345180926297515,0.9947284089655625,0.23929947151369468,0.9910302778576047,0.748450109010053
Arlon,0.8591143407828582,0.18536039063534704,0.006268260373376244,0.4242976116700392,0.9145339259484899
Bastogne,0.16042438266278847,0.9027308389616544,0.6709967095037845,0.6802977290004475,0.9327280507083667
Marche-en-Famenne,0.9555341996724108,0.9827926673434614,0.7075637224112739,0.9121941479511454,0.5145156958564059
Neufchâteau,0.09319705462583483,0.3845070540558351,0.8081814074066492,0.4976060380891093,0.035925527304069615
Virton,0.6108673308625888,0.3175587853147416,0.21858134498519033,0.8593821296309925,0.8505115626898786
Dinant,0.8585393260176087,0.47116154473427785,0.24380609547935272,0.32543502556842496,0.29177305186757374
Namur,0.9269443288001635,0.6254592377565101,0.26628851219474226,0.923576108917822,0.8252883281512609
Philippeville,0.23732962380935263,0.9164982127384189,0.2493385273312777,0.6021272622411261,0.1317538457895958
Nijvel,0.4376350898678083,0.670855146480954,0.7229530073562044,0.25747820423656564,0.5484836575549967
Brugge,0.15428677526656942,0.39926169153195246,0.45106949424709664,0.030106908659909393,0.4846637848805885
Diksmuide,0.3593144364847919,0.17696872587700097,0.34888684450330765,0.24314072809532972,0.8934014407712776
Ieper,0.3550267353852974,0.7257057667835065,0.060001661966172404,0.8056560675935592,0.8339140381398648
Kortrijk,0.2530373983628629,0.7032856134281932,0.9565931710756825,0.9095003968012756,0.45197119852054424
Oostende,0.7473783648682886,0.9956763904354163,0.059527177384471885,0.12413504995598057,0.800304243101654
Roeselare,0.306320018190647,0.7746992165958567,0.7368283656296513,0.16831805391825072,0.0752194568310991
Tielt,0.4450206555899042,0.16632826283739455,0.2810143179227357,0.2079904505854493,0.6953043684512963
Veurne,0.23034326282564765,0.17613824911497533,0.25735260836556073,0.5828235103241869,0.10655832939219134
