name,1d,1w,1m,1y,all
Alba,0.8329274774241345,0.8724896518106005,0.8525336061331845,0.5252824201719613,0.6666637209741932
Arad,0.17329698894932677,0.7155056340228433,0.5667684681804901,0.74882461306942,0.9532796612198198
Argeș,0.8441308307257172,0.02927929470127011,0.06155798174092875,0.5657068945691011,0.888366461825009
Bacău,0.7356218230173938,0.3316197663793752,0.5898938661668427,0.8987255604902529,0.2656655892449642
Bihor,0.9876965838792812,0.04759141055485405,0.14824763914528383,0.3415120162844353,0.09198524426819443
Bistrița-Năsăud,0.11561449104462507,0.09371198526901436,0.0029442668861292542,0.1681305798658279,0.7350704881354869
Botoșani,0.128533146251124,0.023285641794249967,0.636761919016793,0.12603914675031114,0.4701974504873707
Brașov,0.5303310941361763,0.7745746051853726,0.11344033835950507,0.10025391694597907,0.3711831523854079
Brăila,0.6515331040844102,0.5480607014705343,0.21043227911005413,0.4392904591426692,0.2448899329583456
Bucharest,0.8690358203862156,0.414260255713109,0.7859973454767429,0.639101476317315,0.9414657628136824
Buzău,0.39594300812255223,0.8018096245865645,0.4037219579693768,0.33782237145986604,0.8119814670942057
Călărași,0.6675770250739879,0.697186555377555,0.5768146006942328,0.6457368975739322,0.5617754628858226
Caraș-Severin,0.615133374340642,0.418493762395843,0.23286061345002163,0.5224855202928166,0.956634326693313
Cluj,0.7528031351477256,0.7205047119223752,0.2728953401755896,0.7992082400886562,0.6506185119428888
Constanța,0.8006835893782099,0.4746170078186538,0.16200673929830012,0.3457633878828974,0.6864134844479283
Covasna,0.5595207184127738,0.8306474628114179,0.1508669791221351,0.20365316442020742,0.5048017722476242
Dâmbovița,0.3330553261216507,0.9219794177568865,0.6192611944927378,0.6292640274153425,0.9155980693772857
Dolj,0.32260094059566913,0.0761962791429337,0.12488916742670952,0.7766701382365295,0.6507338746995225
Galați,0.995107328996917,0.7261955777593184,0.7185328659120779,0.8811454790262437,0.5861682229525614
Giurgiu,0.7284944953606244,0.021230675748717287,0.01425223162188971,0.01807120708385701,0.17645671293504295
Gorj,0.6385047971310993,0.4441252671086793,0.711609999243533,0.2784582659427135,0.0007178195047227165
Harghita,0.06305620055123484,0.3493661408669265,0.5244180625071878,0.14935343148529023,0.6009351643090014
Hunedoara,0.6276578457101903,0.693110545952258,0.26417736295687444,0.21079978525262844,0.13470538534928744
Iași,0.5693160975334045,0.4926658443360855,0.011715056972338433,0.3000806965739682,0.08816750152594865
Ialomița,0.10670119366099662,0.18463060464252568,0.2959348419888155,0.007678232833396859,0.6264308162145144
Ilfov,0.9279605189827945,0.9962207763305303,0.6227652882831226,0.19325398258135285,0.15858491847776002
Maramureș,0.45482621235353815,0.5230539941301006,0.35581040889487725,0.6598673639940085,0.5703733778049428
Mehedinți,0.9171979945258526,0.3390200094775885,0.9633379750294416,0.9488713780341608,0.14382940626770047
Mureș,0.7713625095970184,0.609233485444376,0.055212248180417256,0.9757690683023356,0.19504471563370673
Neamț,0.3467147989771816,0.10176928085172987,0.6218735386817869,0.7749416153350968,0.8575358529855778
Olt,0.8386884244533828,0.2848055773000375,0.30237304201230975,0.7390434448410912,0.2889180363309002
Prahova,0.19486496026561317,0.5523336982748404,0.03787650466793746,0.12246550336755646,0.3438513205500735
Sălaj,0.06153279366275621,0.17594116221309253,0.26288204756335987,0.5116115900232263,0.06421540271377923
Satu Mare,0.4839548118741338,0.3156677078887119,0.2761918291122669,0.5613601943622466,0.20625328689437128
Sibiu,0.9878407895183924,0.3537173212743838,0.7540595093381258,0.18436954385512805,0.5893342310300783
Suceava,0.2345948206190418,0.3199171139640725,0.9489550490776266,0.22842428724288577,0.9023029264045878
Teleorman,0.9440138838455708,0.9916440706813716,0.49505477871954673,0.23941842127999424,0.7941245302178106
Timiș,0.5909986346432872,0.7999246847384253,0.9052911162916963,0.10616762644910938,0.49272991128245536
Tulcea,0.33930536570750636,0.3028078051318731,0.07576014590180125,0.17780008849894346,0.29618803150273476
Vâlcea,0.028366495753679666,0.7019380588898747,0.44907651084771594,0.42513827749307853,0.6099369704124162
Vaslui,0.04327939086119603,0.6937272573400352,0.008900919033197896,0.8936613369405979,0.6056918240979386
Vrancea,0.7466938010599321,0.956539350045248,0.20709219599321915,0.7278383763013679,0.796561914617757
