name,1d,1w,1m,1y,all
Östergötland,0.9601347719622646,0.44331738443959634,0.5924316447665372,0.6839826883274983,0.27041730125712227
Blekinge,0.02639045136569318,0.9824735781330064,0.8541733934438269,0.082589482257589,0.3871316092789401
Dalarna,0.42674737854191547,0.43558929063564167,0.3096804307038341,0.8829070033750445,0.6874973858862261
Gävleborg,0.9851645295802673,0.2291866312980656,0.06149440479772439,0.5255869028311868,0.12618573728773996
Gotland,0.4700278904776204,0.6873895520561982,0.5627879843723845,0.924699389107363,0.4816367241867965
Halland,0.14011652997598179,0.5772537136983534,0.6702845023153937,0.428538131362895,0.017549646922585982
Jämtland,0.38912805089904945,0.1873226687365106,0.6123986648823321,0.2380083879708348,0.6671150792434057
Jönköping,0.805665021874775,0.9476699589863643,0.5336336163365386,0.931917751885675,0.8897934941647527
Kalmar,0.24621253200251425,0.6814815591421154,0.003884842935585997,0.7870295935088828,0.895214205252782
Kronoberg,0.41128108058382895,0.089416672115473,0.39303619223201514,0.6091682558611485,0.0007974786026226921
Norrbotten,0.00706014225306173,0.6560445826047072,0.7939963608898076,0.2699466864459654,0.46459189761650665
Orebro,0.5480463411245253,0.2803318542875455,0.7772369567269578,0.4323112170227421,0.48287322169983504
Södermanland,0.7881621261016094,0.8480501113744787,0.708004798528361,0.13588236896482964,0.5159616831537311
Skåne,0.6813352719146657,0.16103342448861602,0.6001671332720231,0.9346697278062656,0.36639829789871814
Stockholm,0.45347406461391204,0.9892621873868238,0.907448773354149,0.9496158168075661,0.13561844992466854
Uppsala,0.05343480144468138,0.47190292074360485,0.6646139096782441,0.523602828487688,0.1851286151352185
Värmland,0.981966744830203,0.9571385069359202,0.4731064585104715,0.39770126356277635,0.3705135054286941
Västerbotten,0.6977097114334045,0.06211601114084908,0.27951396904052017,0.1366608510794295,0.3477389923247045
Västernorrland,0.17833320947753184,0.6048015945864821,0.4571584845722333,0.05232763504386995,0.7975390785208819
Västmanland,0.320206070682012,0.2948748633144701,0.09102042820930745,0.1063270519198678,0.2005292291080747
Västra Götaland,0.1891100516716251,0.2898526711709928,0.05580900788519483,0.478879577691927,0.19534926065413483
